frame,person,x,y,z

0,0,0.46851885318756104,0.4156084954738617,-0.9051229357719421
0,0,0.48398905992507935,0.35684385895729065,-0.8911792635917664
0,0,0.4972721040248871,0.352496862411499,-0.8914147019386292
0,0,0.5118221640586853,0.34691500663757324,-0.8914351463317871
0,0,0.4621785283088684,0.3593657612800598,-0.8478406667709351
0,0,0.45778459310531616,0.35704147815704346,-0.8479105234146118
0,0,0.45384639501571655,0.3542197346687317,-0.8478086590766907
0,0,0.5487207174301147,0.33961981534957886,-0.6824997663497925
0,0,0.46186232566833496,0.34743571281433105,-0.4941098988056183
0,0,0.49689337611198425,0.4655231833457947,-0.819760799407959
0,0,0.4651355445384979,0.4589499235153198,-0.7653604745864868
0,0,0.7020542025566101,0.5942431688308716,-0.5557795166969299
0,0,0.4358239769935608,0.5680367946624756,-0.1823604255914688
0,0,0.8030187487602234,0.958214282989502,-0.565192699432373
0,0,0.3920052647590637,0.8768731951713562,-0.21303856372833252
0,0,0.7723322510719299,1.2839539051055908,-0.780083417892456
0,0,0.35116422176361084,0.9300791025161743,-0.7368952035903931
0,0,0.7767568230628967,1.3724719285964966,-0.8691443800926208
0,0,0.34005600214004517,0.9692065715789795,-0.8430728912353516
0,0,0.7545093297958374,1.3553135395050049,-0.9399364590644836
0,0,0.3456264138221741,0.9395033121109009,-0.8972489237785339
0,0,0.7458316683769226,1.3189189434051514,-0.8134490251541138
0,0,0.3577033281326294,0.9298083782196045,-0.7767279744148254
0,0,0.6946403384208679,1.2274248600006104,-0.10676112771034241
0,0,0.5284289717674255,1.226985216140747,0.11104432493448257
0,0,0.691727340221405,1.786007046699524,-0.2884442210197449
0,0,0.5273438096046448,1.7517518997192383,-0.03194229304790497
0,0,0.69704669713974,2.227966547012329,0.2401384860277176
0,0,0.5544618964195251,2.256946563720703,0.29651498794555664
0,0,0.7115445137023926,2.2781667709350586,0.2911221981048584
0,0,0.5720252990722656,2.3357484340667725,0.320474773645401
0,0,0.6305012702941895,2.413971424102783,0.03649012744426727
0,0,0.5101022720336914,2.4099130630493164,0.04103181138634682
1,0,0.4707481861114502,0.4148004651069641,-0.809817373752594
1,0,0.4850427806377411,0.35539549589157104,-0.8039779663085938
1,0,0.4974061846733093,0.3513728082180023,-0.8041121959686279
1,0,0.5114977359771729,0.34611549973487854,-0.8043146729469299
